year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.6,10.9,15.7,7.5
1988,5.2,12.1,15.7,8.1
1989,6.0,11.8,17.0,7.6
1990,7.1,12.2,16.2,7.6
1991,4.0,10.4,17.2,6.6
1992,5.1,13.7,17.0,6.9
1993,4.7,13.5,15.0,5.9
1994,4.7,12.0,17.4,8.8
1995,5.6,12.2,18.0,6.8
1996,1.4,11.8,15.3,6.5
1997,4.5,11.9,17.6,7.5
1998,6.6,13.7,16.1,6.8
1999,5.6,13.1,18.1,8.1
2000,6.1,13.7,16.5,8.6
2001,4.4,12.5,17.2,9.0
2002,6.5,13.2,17.3,7.2
2003,4.5,13.7,17.8,7.3
2004,5.1,13.1,17.6,7.7
2005,5.0,13.6,17.3,8.8
2006,3.2,13.3,19.4,10.3
2007,7.4,15.1,16.6,7.5
2008,6.1,13.8,16.9,7.0
2009,3.8,13.9,17.8,7.9
2010,2.6,12.2,17.0,5.4
2011,5.0,14.6,16.5,9.0
2012,4.7,12.6,17.0,7.7
2013,2.3,11.6,17.7,8.6
2014,7.0,13.9,17.8,9.2
2015,4.7,12.3,17.2,10.1
2016,5.2,13.5,18.3,7.3
