year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,62,113,3
1988,90,128,2
1989,77,129,1
1990,65,123,2
1991,69,123,3
1992,82,133,2
1993,69,131,2
1994,92,132,1
1995,67,136,2
1996,60,118,1
1997,72,120,1
1998,80,123,3
1999,60,120,3
2000,58,107,2
2001,91,140,3
2002,81,140,1
2003,81,124,0
2004,55,104,1
2005,65,124,2
2006,73,123,2
2007,72,121,1
2008,79,121,2
2009,77,122,1
2010,78,129,2
2011,70,116,1
2012,68,123,3
2013,77,119,2
2014,59,117,0
2015,77,131,1
2016,54,119,2
2016
2017,76,124,2
2018,57,140,2
2019,53,128,2
2020,40,119,3
2021,51,126,1
2022,68,122,0
2023,56,114,2
2024,59,119,2
2025,82,122,4
2026,68,114,1
2027,77,133,3
2028,77,124,2
2029,75,127,3
2030,62,121,2
2031,45,119,0
2032,42,122,2
2033,74,132,3
2034,53,114,1
2035,81,127,1
2036,67,128,0
2037,74,136,3
2038,63,121,2
2039,61,117,2
2040,40,128,2
2041,74,133,2
2042,46,128,2
2043,69,122,2
2044,32,135,2
2045,27,122,3
2046,76,123,2
