year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.0,15.1,20.1,6.5
1988,3.7,15.2,20.1,3.8
1989,3.8,15.7,19.5,5.9
1990,5.0,15.5,18.8,6.1
1991,1.6,14.0,19.9,4.6
1992,2.8,16.2,21.0,5.5
1993,0.4,16.3,19.7,5.7
1994,4.5,15.9,22.2,5.8
1995,3.4,15.1,20.0,4.9
1996,-1.1,16.7,18.0,6.3
1997,1.7,14.7,19.0,5.9
1998,3.7,16.1,19.7,3.6
1999,2.4,16.4,20.8,5.4
2000,2.5,17.7,20.3,8.9
2001,4.6,15.6,20.0,4.0
2002,4.4,17.4,20.6,6.1
2003,-2.0,17.8,21.2,6.0
2004,2.0,15.6,19.7,6.9
2005,0.1,16.0,20.1,5.9
2006,0.7,16.4,20.7,7.8
2007,6.5,18.0,20.9,5.1
2008,4.2,17.0,20.1,7.8
2009,2.1,17.4,21.9,7.3
2010,2.6,16.4,20.5,5.8
2011,1.8,17.1,21.9,5.6
2012,3.3,17.2,22.9,6.8
2013,2.9,16.7,20.4,7.9
2014,5.7,16.3,20.6,8.2
2015,4.1,16.3,22.2,6.9
2016,4.4,17.1,20.9,5.0
