year,annual-precipitations
1987,495
1988,514
1989,672
1990,537
1991,425
1992,1068
1993,421
1994,447
1995,632
1996,592
1997,550
1998,636
1999,831
2000,303
2001,692
2002,420
2003,389
2004,714
2005,614
2006,512
2007,524
2008,534
2009,499
2010,779
2011,307
2012,392
2013,554
2014,684
2015,496
2016,586
