year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,318,798,-691,-647,-7,11.3,4342,88,20.1,75
1988,467,848,-580,-595,3,10.7,4255,115,20.0,107
1989,324,837,-728,-652,-32,11.7,4423,113,21.8,76
1990,446,777,-556,-522,-15,11.5,4417,92,20.4,85
1991,427,871,-715,-588,-95,11.8,4444,109,21.1,79
1992,475,743,-457,-439,-8,10.7,3977,83,19.6,88
1993,378,872,-747,-652,-47,10.6,4125,88,20.5,98
1994,481,874,-639,-579,-23,11.2,4206,97,19.1,94
1995,352,739,-602,-561,-33,10.2,3931,74,18.5,100
1996,492,808,-570,-471,-38,10.7,4109,72,18.9,85
1997,320,886,-837,-705,-80,11.3,4323,94,21.0,99
1998,325,753,-643,-596,-46,11.0,4246,79,19.0,86
1999,404,861,-738,-660,-16,11.9,4449,90,21.3,73
2000,368,839,-766,-669,-58,11.7,4450,88,19.7,75
2001,358,744,-583,-556,-16,10.1,3883,79,19.4,109
2002,403,792,-580,-592,14,10.3,3951,92,20.6,102
2003,513,758,-470,-434,-41,11.3,4228,87,19.3,89
2004,394,795,-637,-568,-29,12.2,4568,88,19.1,64
2005,369,811,-659,-612,-24,11.6,4366,104,19.7,85
2006,355,771,-641,-553,-35,11.3,4275,93,19.9,81
2007,474,768,-498,-519,7,10.3,3981,77,19.8,97
2008,355,786,-651,-602,-14,11.3,4257,87,18.7,75
2009,313,745,-644,-550,-49,10.5,4085,71,18.3,103
2010,324,757,-651,-582,-27,11.3,4266,78,19.0,72
2011,441,739,-512,-421,-47,10.5,3997,66,18.7,84
2012,252,816,-771,-703,-18,11.3,4237,101,20.8,78
2013,461,751,-513,-489,-43,10.9,4124,71,18.5,85
2014,514,821,-515,-524,33,11.3,4350,100,21.1,90
2015,458,757,-497,-498,30,10.6,4052,71,18.8,85
2016,475,755,-493,-530,24,11.2,4285,80,19.0,77
2016
2017,359,852,-704,-617,-47,12.5,4645,115,21.6,71
2018,472,828,-557,-564,-2,11.8,4371,107,21.6,98
2019,376,803,-639,-625,9,12.6,4694,123,22.0,74
2020,422,789,-592,-603,19,12.5,4612,87,21.0,51
2021,430,851,-691,-656,-21,12.2,4496,95,19.9,48
2022,402,768,-586,-567,34,12.2,4470,99,19.4,69
2023,436,943,-808,-660,-66,13.2,4860,107,22.9,63
2024,416,913,-779,-736,0,12.9,4781,112,22.1,63
2025,387,774,-632,-569,-34,12.3,4615,96,20.0,83
2026,348,833,-775,-656,-67,12.0,4501,72,19.6,65
2027,416,868,-737,-677,11,12.2,4491,102,22.5,84
2028,386,801,-639,-598,-41,12.2,4536,104,21.5,72
2029,475,871,-676,-642,-7,12.0,4481,102,22.6,86
2030,369,892,-794,-692,-6,12.3,4549,100,21.5,71
2031,422,800,-589,-578,3,12.9,4753,111,22.9,63
2032,422,817,-613,-594,-3,11.7,4329,97,20.2,72
2033,336,785,-667,-669,9,11.8,4444,103,21.5,79
2034,473,797,-570,-594,27,12.6,4688,89,21.8,55
2035,429,809,-588,-616,60,11.6,4385,98,21.2,95
2036,499,779,-493,-497,-7,12.1,4510,99,21.1,69
2037,442,762,-525,-583,61,11.1,4244,90,19.4,80
2038,433,806,-594,-603,28,12.6,4678,115,21.5,72
2039,468,787,-558,-569,12,12.5,4612,104,20.3,61
2040,448,788,-571,-542,-5,12.3,4558,92,21.1,64
2041,380,765,-611,-553,-34,11.5,4239,89,19.5,90
2042,344,803,-680,-688,45,12.4,4552,105,21.0,59
2043,446,772,-555,-580,67,12.1,4470,100,20.2,76
2044,428,749,-546,-493,-10,12.2,4465,95,21.5,60
2045,362,854,-730,-698,-10,14.0,5149,125,21.3,49
2046,354,753,-624,-559,-48,11.5,4295,70,18.2,80
