year,annual-frozen-days
1987,92
1988,98
1989,89
1990,78
1991,96
1992,91
1993,115
1994,73
1995,92
1996,102
1997,116
1998,99
1999,96
2000,88
2001,92
2002,75
2003,114
2004,83
2005,106
2006,81
2007,55
2008,68
2009,65
2010,79
2011,96
2012,88
2013,79
2014,42
2015,69
2016,73
