year,annual-frozen-days
1987,93
1988,67
1989,73
1990,51
1991,86
1992,76
1993,72
1994,69
1995,81
1996,112
1997,86
1998,69
1999,56
2000,40
2001,64
2002,47
2003,81
2004,82
2005,72
2006,74
2007,39
2008,53
2009,64
2010,85
2011,54
2012,52
2013,78
2014,27
2015,48
2016,49
