year,annual-hydric-deficit
1987,154
1988,225
1989,-101
1990,-61
1991,-143
1992,-147
1993,-164
1994,-278
1995,143
1996,124
1997,-18
1998,-48
1999,-55
2000,18
2001,-59
2002,84
2003,-470
2004,-69
2005,83
2006,-42
2007,-30
2008,90
2009,160
2010,171
2011,-148
2012,30
2013,78
2014,-1
2015,-164
2016,192
