year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3142,85
1988,27,2735,182
1989,27,3006,211
1990,32,3017,212
1991,11,3083,118
1992,23,3408,158
1993,17,3120,160
1994,5,2998,78
1995,13,2939,91
1996,6,2953,54
1997,10,2953,115
1998,19,2923,143
1999,21,2847,170
2000,4,2938,67
2001,12,2919,109
2002,16,3072,127
2003,14,3099,97
2004,39,2741,254
2005,22,2775,159
2006,9,2962,108
2007,16,2944,134
2008,5,3305,61
2009,9,3339,112
2010,36,2839,207
2011,21,2644,149
2012,19,2946,160
2013,26,2814,178
2014,16,3058,103
2015,18,2604,163
2016,12,3050,113
2016
2017,26,2890,198
2018,34,2328,263
2019,21,2528,156
2020,18,2634,162
2021,30,2506,255
2022,18,2831,116
2023,31,2639,220
2024,15,2539,140
2025,44,2483,342
2026,33,2861,299
2027,16,2683,139
2028,16,2488,114
2029,31,2624,231
2030,25,2523,210
2031,19,2695,129
2032,51,2690,336
2033,35,2524,270
2034,17,3063,143
2035,15,2425,127
2036,29,2455,214
2037,32,2740,199
2038,26,2633,186
2039,40,2675,244
2040,27,2908,188
2041,20,2454,201
2042,31,2506,229
2043,44,2991,335
2044,25,2704,205
2045,14,2618,118
2046,47,2630,328

min,,2000
max,,4000
steps,,9
decimal
