year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1416,11,1,0
1988,1759,13,-326,0
1989,1683,11,-31,0
1990,1578,10,-185,4
1991,1501,9,-245,4
1992,1514,10,-178,7
1993,1457,9,-328,0
1994,1438,9,-324,0
1995,1391,10,-193,3
1996,1194,10,-253,2
1997,1596,11,-394,6
1998,1539,10,-171,6
1999,1599,11,-129,4
2000,1448,10,-217,1
2001,1433,10,-98,3
2002,1434,10,-131,1
2003,1392,9,-9,0
2004,1793,15,-277,0
2005,1567,11,-124,1
2006,1649,12,-291,2
2007,1561,10,-289,1
2008,1189,10,-155,8
2009,1395,11,-136,10
2010,1555,10,-166,0
2011,1532,9,-122,2
2012,1425,10,-271,5
2013,1666,9,-329,0
2014,1342,11,-188,5
2015,1682,10,-269,3
2016,1360,10,-79,3
2016
2017,1649,10,-289,2
2018,1922,11,-271,0
2019,1666,12,-179,4
2020,1514,10,-219,9
2021,1709,10,-264,2
2022,1519,11,-169,5
2023,1763,12,-400,0
2024,1538,10,-191,5
2025,2041,13,-249,1
2026,1782,13,-421,7
2027,1463,12,-192,0
2028,1511,10,-249,1
2029,1822,11,-290,0
2030,1830,12,-252,0
2031,1600,10,-326,0
2032,1928,14,-254,1
2033,2009,11,-280,4
2034,1637,11,-195,3
2035,1531,11,-232,4
2036,1796,11,-229,2
2037,1674,11,-267,6
2038,1712,12,-268,10
2039,1755,11,-246,4
2040,1568,9,-327,2
2041,1821,14,-99,4
2042,1751,11,-345,4
2043,1708,12,-284,15
2044,1760,11,-100,5
2045,1569,9,-316,3
2046,1916,9,-175,0
