year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,84,140,0
1988,65,122,1
1989,80,128,0
1990,67,127,0
1991,68,131,0
1992,96,142,0
1993,90,137,0
1994,57,127,0
1995,69,124,0
1996,72,132,0
1997,63,123,0
1998,68,135,0
1999,67,126,0
2000,56,136,0
2001,86,140,0
2002,80,133,0
2003,84,132,0
2004,67,125,0
2005,70,127,1
2006,53,118,0
2007,68,124,1
2008,91,151,0
2009,84,144,0
2010,60,132,0
2011,49,124,0
2012,57,133,0
2013,68,129,1
2014,60,138,1
2015,52,124,1
2016,64,130,0
2016
2017,76,140,0
2018,52,113,0
2019,37,132,1
2020,56,135,0
2021,50,134,1
2022,70,135,0
2023,77,131,0
2024,56,120,1
2025,60,130,1
2026,69,136,0
2027,69,134,1
2028,38,122,1
2029,68,129,1
2030,71,127,0
2031,77,130,0
2032,69,128,1
2033,53,130,0
2034,96,145,0
2035,39,123,0
2036,53,118,0
2037,74,132,0
2038,47,133,0
2039,78,128,1
2040,68,137,1
2041,39,118,0
2042,37,127,0
2043,106,153,2
2044,61,129,0
2045,47,134,0
2046,58,122,1

min,,90,0
max,,190,6
steps,,11,7
decimal
