year,annual-precipitations
1987,810
1988,935
1989,632
1990,624
1991,518
1992,590
1993,629
1994,412
1995,785
1996,714
1997,676
1998,704
1999,626
2000,742
2001,713
2002,846
2003,439
2004,699
2005,760
2006,664
2007,759
2008,831
2009,888
2010,885
2011,665
2012,816
2013,848
2014,780
2015,651
2016,944
