year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.6,12.4,17.9,6.0
1988,3.9,13.8,17.4,6.2
1989,4.8,13.2,17.9,5.6
1990,5.8,13.2,17.0,6.0
1991,2.7,11.4,18.8,4.8
1992,3.8,14.7,19.3,5.7
1993,3.2,15.3,17.1,5.1
1994,4.4,14.0,19.0,7.3
1995,3.8,13.3,18.0,5.7
1996,0.8,13.0,15.9,4.8
1997,3.3,13.1,18.3,5.6
1998,5.0,14.7,17.4,5.1
1999,4.0,14.3,19.4,5.8
2000,5.0,15.3,17.6,7.8
2001,4.8,13.7,18.1,6.3
2002,4.8,14.5,17.7,7.2
2003,3.0,16.1,20.1,5.8
2004,3.4,13.3,18.1,6.0
2005,3.1,14.4,18.2,6.5
2006,1.6,14.2,19.8,8.8
2007,6.1,15.8,17.0,5.5
2008,5.1,15.0,17.4,6.1
2009,2.0,15.3,18.7,6.7
2010,2.0,13.8,17.7,4.7
2011,4.2,15.8,18.3,7.3
2012,3.6,14.5,18.6,6.5
2013,1.7,13.2,18.7,7.1
2014,6.2,15.0,18.2,8.3
2015,3.8,14.4,19.7,8.4
2016,4.4,14.0,19.5,5.8
