year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,73,124,3
1988,85,119,2
1989,56,119,3
1990,67,123,0
1991,65,122,3
1992,62,111,1
1993,90,135,3
1994,71,113,2
1995,68,114,4
1996,50,123,2
1997,64,105,1
1998,77,130,3
1999,67,115,3
2000,71,111,3
2001,72,122,3
2002,74,126,2
2003,62,118,0
2004,68,126,2
2005,72,123,4
2006,76,117,1
2007,62,134,4
2008,69,128,0
2009,60,110,2
2010,54,108,2
2011,76,122,3
2012,70,129,1
2013,67,125,2
2014,48,127,3
2015,63,128,3
2016,80,130,2
2016
2017,76,117,2
2018,66,127,2
2019,63,111,3
2020,84,121,2
2021,59,107,3
2022,50,111,3
2023,56,127,3
2024,46,116,2
2025,90,131,3
2026,59,127,4
2027,57,115,2
2028,74,117,3
2029,70,120,3
2030,59,123,2
2031,58,121,4
2032,46,125,3
2033,66,121,2
2034,44,107,2
2035,40,120,4
2036,52,121,3
2037,65,119,4
2038,47,110,3
2039,44,114,4
2040,86,136,3
2041,65,115,3
2042,57,126,4
2043,66,125,4
2044,67,119,3
2045,59,123,3
2046,54,117,4
