year,annual-hydric-deficit
1987,-383
1988,-663
1989,-643
1990,-696
1991,-244
1992,-697
1993,-789
1994,-354
1995,-370
1996,-390
1997,-429
1998,-364
1999,-312
2000,-681
2001,-357
2002,-218
2003,-353
2004,-365
2005,-25
2006,-270
2007,-452
2008,-401
2009,-209
2010,-293
2011,-645
2012,-579
2013,-409
2014,117
2015,-393
2016,-187
