year,annual-frozen-days
1987,80
1988,72
1989,84
1990,65
1991,85
1992,76
1993,108
1994,74
1995,96
1996,97
1997,84
1998,98
1999,82
2000,98
2001,81
2002,72
2003,99
2004,81
2005,98
2006,86
2007,62
2008,66
2009,65
2010,86
2011,110
2012,89
2013,79
2014,53
2015,67
2016,68
