year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,13,2,-145,5,2,-435,11,47,65
1988,21,7,-286,10,1,-528,6,49,98
1989,16,2,-227,8,8,-511,13,35,28
1990,22,2,-224,6,8,-479,20,25,47
1991,13,3,-316,10,0,-622,26,23,33
1992,8,1,-240,8,7,-498,21,33,37
1993,3,9,-144,8,4,-487,28,34,13
1994,3,1,-233,9,3,-573,16,27,83
1995,6,0,-115,7,1,-383,32,25,35
1996,8,0,-178,8,1,-483,36,38,46
1997,0,0,-171,8,0,-451,34,35,74
1998,11,6,-227,8,3,-527,30,40,50
1999,15,6,-208,7,3,-509,8,46,65
2000,5,3,-226,9,0,-522,21,48,58
2001,11,1,-227,9,0,-495,19,32,19
2002,0,9,-70,4,0,-345,30,53,80
2003,2,0,-131,8,7,-400,32,25,45
2004,6,1,-113,7,0,-409,24,45,26
2005,18,4,-243,9,0,-498,20,34,20
2006,2,1,-205,9,9,-500,15,20,82
2007,8,15,-209,6,0,-486,28,27,59
2008,2,5,-127,6,8,-414,26,24,34
2009,2,0,-220,10,0,-487,39,36,41
2010,3,0,-108,7,7,-434,27,27,64
2011,1,6,-205,9,0,-462,24,56,41
2012,0,3,-206,7,2,-504,34,31,36
2013,10,3,-221,9,8,-503,29,30,62
2014,3,4,-244,9,2,-522,30,25,21
2015,7,0,-116,9,4,-414,34,31,35
2016,9,2,-188,7,2,-477,34,31,35
2016
2017,1,1,-198,9,11,-512,27,34,53
2018,4,5,-88,8,7,-373,34,46,14
2019,16,0,-218,9,6,-505,29,26,13
2020,6,13,-216,9,3,-507,15,23,64
2021,8,0,-162,7,0,-479,37,33,60
2022,1,0,-11,5,4,-280,38,25,41
2023,9,9,-140,8,5,-429,31,28,68
2024,13,1,-237,9,2,-539,27,19,50
2025,1,17,-94,9,2,-363,31,14,11
2026,4,1,-31,8,1,-367,37,31,6
2027,10,2,-227,10,1,-533,16,33,39
2028,4,6,-210,9,18,-534,20,26,89
2029,8,2,-186,7,1,-495,21,33,14
2030,3,5,-203,8,1,-505,25,25,28
2031,1,2,15,7,13,-321,35,21,40
2032,3,0,-209,10,11,-533,37,40,33
2033,1,5,-233,9,2,-520,25,30,6
2034,6,0,-220,8,7,-513,15,13,4
2035,7,0,-258,10,2,-559,21,24,3
2036,2,0,-166,9,3,-467,26,37,55
2037,4,0,-175,9,0,-439,25,18,51
2038,11,0,-168,8,4,-466,25,30,26
2039,13,1,-130,9,10,-469,30,39,11
2040,6,4,-88,8,6,-404,40,35,34
2041,15,1,-179,9,8,-515,16,14,27
2042,3,0,-239,6,3,-553,19,32,57
2043,13,6,-183,9,0,-465,20,23,111
2044,0,6,-166,7,7,-459,22,35,72
2045,12,5,-229,10,4,-539,15,36,19
2046,5,0,-88,8,8,-409,45,38,34
