year,annual-precipitations
1987,534
1988,297
1989,275
1990,265
1991,620
1992,291
1993,201
1994,611
1995,505
1996,463
1997,461
1998,554
1999,572
2000,259
2001,542
2002,669
2003,556
2004,539
2005,804
2006,612
2007,545
2008,540
2009,698
2010,592
2011,326
2012,461
2013,531
2014,969
2015,555
2016,724
