year,annual-hydric-deficit
1987,230
1988,230
1989,-120
1990,-181
1991,-115
1992,127
1993,33
1994,2
1995,-104
1996,-120
1997,-120
1998,17
1999,-18
2000,91
2001,141
2002,49
2003,-313
2004,-146
2005,-139
2006,58
2007,102
2008,-74
2009,-186
2010,-148
2011,-259
2012,-130
2013,13
2014,71
2015,-247
2016,-123
