year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.2,11.8,16.5,7.1
1988,5.5,12.7,15.7,7.6
1989,5.7,12.4,17.1,7.3
1990,7.0,12.4,16.9,7.3
1991,4.0,10.8,17.5,6.1
1992,4.9,13.3,17.5,6.5
1993,4.6,13.7,15.2,5.8
1994,5.5,12.4,17.5,8.8
1995,5.7,12.1,18.1,7.5
1996,3.0,12.0,15.7,6.0
1997,5.0,12.5,17.8,7.5
1998,5.7,13.2,16.4,6.3
1999,5.7,13.3,18.5,6.9
2000,5.9,13.6,17.0,8.4
2001,5.6,12.8,17.2,8.0
2002,6.6,13.2,17.1,8.5
2003,5.0,14.1,18.8,7.1
2004,5.2,12.9,17.8,7.3
2005,4.8,13.5,17.4,8.0
2006,3.3,13.1,19.1,9.4
2007,7.1,14.9,16.2,7.0
2008,6.2,13.4,16.5,6.8
2009,3.6,13.8,18.0,8.2
2010,3.3,12.6,17.2,5.3
2011,5.7,14.7,16.9,9.0
2012,5.0,12.5,16.8,8.0
2013,2.7,11.8,17.8,8.3
2014,7.0,13.5,17.1,9.0
2015,4.7,13.0,17.1,9.8
2016,5.4,12.9,18.4,7.0
