year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,116,-4,-18,137
1988,211,-126,5,140
1989,77,-66,-199,68
1990,74,-145,-239,130
1991,56,-71,-172,72
1992,61,-49,-31,145
1993,-3,-130,-53,220
1994,112,-103,-61,54
1995,187,-109,-182,0
1996,5,-138,-118,131
1997,2,-87,-171,135
1998,20,-60,-101,158
1999,51,-121,-108,159
2000,43,-93,-35,175
2001,195,-98,-55,99
2002,77,-142,-106,220
2003,8,-109,-258,45
2004,58,-166,-97,59
2005,50,-140,-82,33
2006,88,-104,-27,101
2007,144,-71,-70,99
2008,57,-130,-67,66
2009,58,-141,-228,125
2010,45,-221,-33,62
2011,-13,-242,-94,90
2012,-38,-73,-160,142
2013,2,-45,-66,122
2014,15,-38,9,85
2015,3,-130,-178,59
2016,69,-36,-190,34
