year,annual-frozen-days
1987,72
1988,38
1989,53
1990,37
1991,62
1992,42
1993,50
1994,36
1995,43
1996,71
1997,52
1998,51
1999,37
2000,31
2001,42
2002,27
2003,52
2004,39
2005,52
2006,59
2007,29
2008,47
2009,50
2010,73
2011,29
2012,41
2013,45
2014,10
2015,32
2016,37
