year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,4,2,-30,3,0,-151,62,27,101
1988,3,6,-57,5,0,-184,80,13,120
1989,1,3,-9,3,0,-174,79,19,111
1990,5,0,43,4,0,-105,65,24,96
1991,3,0,-86,2,0,-208,80,14,146
1992,5,0,-20,3,0,-106,85,23,127
1993,6,2,-67,3,1,-214,69,23,110
1994,7,7,-61,3,0,-215,69,8,128
1995,5,1,-113,6,0,-215,74,15,137
1996,3,0,-144,4,0,-306,86,16,115
1997,4,1,-70,2,0,-138,67,11,176
1998,8,1,-31,2,0,-161,76,10,55
1999,7,3,-97,3,0,-254,66,16,79
2000,6,1,-80,2,3,-245,79,14,208
2001,8,1,-62,3,1,-135,62,23,104
2002,3,1,-76,5,0,-196,72,30,124
2003,3,4,-29,4,0,-115,74,28,102
2004,3,4,-112,5,2,-278,70,27,55
2005,6,5,-71,4,2,-226,87,12,89
2006,19,0,-80,1,0,-210,67,20,88
2007,5,2,-46,2,0,-158,78,20,136
2008,9,1,-24,1,0,-133,74,27,86
2009,6,4,-45,3,0,-138,73,19,133
2010,12,8,-57,5,3,-213,79,26,94
2011,1,9,-26,5,0,-169,70,29,69
2012,2,1,-61,3,0,-158,72,22,121
2013,0,5,-77,4,1,-113,78,17,146
2014,0,3,-96,5,1,-154,75,13,113
2015,4,3,13,1,0,-8,77,32,131
2016,1,0,-1,5,0,-163,77,11,74
2016
2017,7,3,-55,4,3,-265,69,9,57
2018,5,6,-80,2,0,-232,69,4,72
2019,14,0,-88,3,1,-284,56,3,58
2020,9,2,-68,4,0,-188,65,22,137
2021,15,0,-59,4,0,-229,71,14,71
2022,14,0,-76,4,0,-203,58,9,77
2023,21,0,-203,4,7,-454,50,11,55
2024,7,5,-132,4,0,-362,62,19,101
2025,9,4,-28,4,1,-140,69,15,101
2026,5,0,-118,4,0,-272,64,11,96
2027,14,6,-125,4,0,-280,54,6,105
2028,13,2,-125,5,0,-288,51,4,64
2029,4,0,-117,6,0,-340,63,10,102
2030,19,0,-100,2,1,-230,75,8,83
2031,12,4,-43,3,3,-180,78,7,88
2032,1,1,-44,2,0,-173,72,8,99
2033,8,0,-79,6,0,-284,71,2,22
2034,4,5,-46,3,0,-158,76,9,147
2035,15,0,-120,5,0,-269,56,13,49
2036,22,3,-76,4,0,-264,53,6,82
2037,7,4,-71,4,1,-245,70,18,64
2038,25,9,-88,6,2,-302,51,18,114
2039,19,1,-164,5,2,-274,52,9,118
2040,5,0,-73,3,1,-234,58,11,60
2041,4,1,-53,4,0,-192,70,20,38
2042,10,5,-60,4,0,-237,57,4,117
2043,17,0,-28,5,1,-180,65,15,106
2044,18,0,-122,3,0,-207,45,8,81
2045,13,0,-98,6,1,-282,69,7,91
2046,10,0,-19,3,0,-189,65,5,109

min,,,,0
max,,,,14
steps,,,,8
decimal
