year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1164,8,-212,8
1988,1304,12,-95,5
1989,1234,11,-197,8
1990,1111,10,-114,6
1991,1229,10,-296,1
1992,1037,9,-4,5
1993,1228,10,-252,8
1994,1383,12,-329,3
1995,1252,11,-121,6
1996,842,9,-291,18
1997,1141,9,-369,10
1998,1435,11,-178,2
1999,953,10,-205,13
2000,1282,9,-273,8
2001,1261,11,-146,5
2002,1190,11,-223,4
2003,1227,10,-221,8
2004,1285,11,-243,3
2005,1263,10,-7,3
2006,1121,10,-229,6
2007,1313,12,-188,1
2008,1253,10,-272,2
2009,1446,10,-164,0
2010,1371,9,-233,0
2011,1335,13,-160,4
2012,1083,11,-156,7
2013,1339,10,-223,0
2014,1057,9,37,2
2015,1421,12,-261,0
2016,1292,11,-236,0
2016
2017,1471,11,-157,0
2018,1367,11,-152,5
2019,1540,10,-284,4
2020,1622,11,-357,0
2021,1590,12,-411,6
2022,1388,10,-291,0
2023,1553,12,-312,4
2024,1590,10,-547,1
2025,1183,11,-235,3
2026,1247,12,-352,6
2027,1424,10,-286,2
2028,1218,10,-205,2
2029,1401,11,-434,0
2030,1611,11,-314,2
2031,1362,10,-158,0
2032,1482,12,-318,0
2033,1381,12,-314,0
2034,1312,10,-248,2
2035,1459,11,-253,0
2036,1316,9,-228,1
2037,1429,10,-216,0
2038,1493,10,-193,2
2039,1530,11,-300,0
2040,1388,11,-217,3
2041,1414,12,-234,0
2042,1261,10,-155,10
2043,1379,11,-262,3
2044,1545,10,-273,1
2045,1320,11,-152,9
2046,1366,12,-223,0
