year,annual-estival-days
1987,22
1988,15
1989,47
1990,39
1991,35
1992,34
1993,24
1994,38
1995,43
1996,26
1997,41
1998,28
1999,40
2000,22
2001,34
2002,19
2003,49
2004,38
2005,38
2006,41
2007,19
2008,26
2009,42
2010,31
2011,32
2012,29
2013,37
2014,21
2015,41
2016,37
