year,F1,F3,M4
,label F1,label F3,label M4
1987,71,134,1
1988,78,141,3
1989,66,133,1
1990,58,147,1
1991,69,137,2
1992,53,138,0
1993,76,150,3
1994,72,134,1
1995,62,135,2
1996,62,145,2
1997,73,141,0
1998,71,135,3
1999,63,149,0
2000,65,134,1
2001,56,128,3
2002,40,140,1
2003,60,141,3
2004,73,137,3
2005,65,138,0
2006,64,137,2
2007,52,125,4
2008,56,136,4
2009,73,129,1
2010,55,126,1
2011,51,126,1
2012,62,140,3
2013,65,134,2
2014,37,138,0
2015,41,132,3
2016,61,141,2
2016
2017,60,134,2
2018,33,127,0
2019,54,127,2
2020,42,113,6
2021,49,142,2
2022,45,125,4
2023,53,126,2
2024,53,129,5
2025,58,134,4
2026,51,135,2
2027,31,129,1
2028,59,142,2
2029,88,143,4
2030,34,131,1
2031,65,129,2
2032,37,132,2
2033,61,134,3
2034,35,128,3
2035,70,134,2
2036,37,131,2
2037,51,133,1
2038,44,136,2
2039,44,119,3
2040,48,136,1
2041,37,131,3
2042,42,142,1
2043,51,135,1
2044,51,122,2
2045,33,129,1
2046,43,130,3

min,,80,0
max,,170,7
steps,,10,8
decimal
