year,annual-frozen-days
1987,74
1988,41
1989,60
1990,40
1991,70
1992,45
1993,54
1994,38
1995,49
1996,80
1997,57
1998,50
1999,39
2000,30
2001,48
2002,30
2003,62
2004,46
2005,60
2006,62
2007,31
2008,45
2009,50
2010,75
2011,32
2012,48
2013,48
2014,9
2015,28
2016,40
