year,annual-hydric-deficit
1987,184
1988,206
1989,-145
1990,-188
1991,-152
1992,-128
1993,-14
1994,-30
1995,-119
1996,-144
1997,-145
1998,-22
1999,-53
2000,72
2001,149
2002,53
2003,-303
2004,-146
2005,-154
2006,52
2007,90
2008,-82
2009,-184
2010,-68
2011,-176
2012,8
2013,-74
2014,-84
2015,-225
2016,-3
