year,annual-average-temperature
1987,11.8
1988,11.5
1989,12.3
1990,13.3
1991,12.3
1992,11.6
1993,11.4
1994,13.3
1995,12.9
1996,12.0
1997,13.2
1998,12.2
1999,12.1
2000,12.5
2001,12.5
2002,12.7
2003,13.3
2004,12.2
2005,11.9
2006,13.2
2007,12.4
2008,12.0
2009,12.9
2010,11.8
2011,13.4
2012,12.8
2013,12.3
2014,13.4
2015,12.9
2016,12.6

min.,11
max.,19
steps.,9
decimals
