year,A1,A2,A3
,label A1,label A2,label A3
1987,26,2827,173
1988,29,2597,195
1989,13,2519,125
1990,19,2369,147
1991,9,2281,150
1992,25,2525,170
1993,37,2526,274
1994,31,2509,212
1995,32,2657,210
1996,2,2461,81
1997,10,2367,96
1998,28,2357,189
1999,18,2396,151
2000,9,2412,91
2001,18,2281,121
2002,23,2838,147
2003,24,2493,150
2004,14,2410,125
2005,12,2674,120
2006,32,2535,242
2007,14,2600,103
2008,12,2201,132
2009,29,2597,175
2010,2,2731,42
2011,22,2533,172
2012,23,2582,195
2013,30,2388,206
2014,24,2615,128
2015,20,2483,139
2016,25,2414,157
2016
2017,46,2393,356
2018,28,2499,191
2019,39,2266,240
2020,33,2357,239
2021,41,2319,328
2022,35,2586,238
2023,33,2279,260
2024,34,2499,289
2025,64,2246,388
2026,35,2358,264
2027,30,2192,258
2028,46,2523,288
2029,19,2392,179
2030,24,2131,226
2031,37,2413,243
2032,69,2229,488
2033,39,2281,238
2034,36,2045,217
2035,36,2234,252
2036,36,2386,256
2037,40,2222,265
2038,29,2136,239
2039,53,2358,315
2040,29,2232,236
2041,39,2421,279
2042,54,2443,350
2043,25,2344,188
2044,32,2221,214
2045,47,2070,337
2046,27,2297,170

min.,,1000
max.,,3000
steps.,,11
decimals
