year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,109,341,388,109
1988,134,268,374,117
1989,135,344,428,150
1990,167,381,500,119
1991,121,329,453,101
1992,123,324,382,93
1993,117,318,367,99
1994,145,371,445,104
1995,149,373,442,155
1996,141,357,366,110
1997,141,334,349,124
1998,136,326,392,96
1999,123,333,384,104
2000,133,342,392,118
2001,143,359,385,118
2002,142,341,357,119
2003,129,374,426,102
2004,106,346,394,119
2005,124,379,418,113
2006,129,376,391,125
2007,131,328,408,125
2008,127,309,365,94
2009,138,355,422,126
2010,129,327,390,120
2011,128,370,411,133
2012,148,349,429,113
2013,124,297,418,129
2014,138,349,373,120
2015,114,362,400,103
2016,105,314,389,96
