year,annual-precipitations
1987,746
1988,737
1989,293
1990,642
1991,805
1992,951
1993,803
1994,427
1995,592
1996,827
1997,827
1998,692
1999,710
2000,640
2001,600
2002,674
2003,743
2004,773
2005,678
2006,555
2007,732
2008,888
2009,690
2010,548
2011,440
2012,494
2013,1042
2014,856
2015,744
2016,730
