year,annual-average-temperature
1987,9.3
1988,10.6
1989,10.9
1990,10.8
1991,9.9
1992,10.1
1993,9.5
1994,10.7
1995,10.7
1996,9.1
1997,10.5
1998,9.9
1999,10.5
2000,10.9
2001,10.4
2002,10.8
2003,10.8
2004,10.1
2005,10.4
2006,10.9
2007,10.8
2008,10.2
2009,10.4
2010,9.5
2011,11.7
2012,10.5
2013,9.8
2014,11.5
2015,11.1
2016,10.5

min,8
max,14
steps,7
decimal
