year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,7,2,-40,4,3,-150,72,30,131
1988,11,3,4,4,5,-75,69,17,133
1989,8,9,-68,3,3,-202,63,28,108
1990,1,10,-34,2,1,-141,68,23,70
1991,11,6,-108,4,2,-327,65,27,142
1992,9,1,-80,7,2,-257,65,16,134
1993,16,8,-80,2,1,-208,50,21,103
1994,10,1,-153,3,0,-301,62,33,143
1995,19,2,-45,2,5,-177,60,30,116
1996,5,2,-74,3,1,-309,54,40,79
1997,3,2,-94,5,1,-301,71,38,88
1998,13,10,-19,5,1,-226,77,23,100
1999,14,1,-122,6,3,-391,65,27,96
2000,14,7,-158,6,5,-368,55,29,108
2001,12,8,-31,2,1,-165,46,29,127
2002,3,3,-94,3,2,-260,67,37,142
2003,9,2,-69,4,0,-161,63,13,193
2004,10,3,-15,3,0,-203,62,31,143
2005,12,3,-19,4,2,-146,58,27,128
2006,18,1,-84,4,0,-241,59,21,93
2007,4,4,-69,5,1,-219,79,16,142
2008,13,7,-98,5,3,-248,53,23,104
2009,4,5,-88,4,0,-188,62,27,105
2010,9,3,-57,5,2,-208,63,26,111
2011,15,11,-79,3,0,-222,53,22,101
2012,8,10,-35,4,3,-235,67,31,69
2013,5,14,-45,5,3,-239,72,21,83
2014,10,1,-38,1,3,-124,50,21,125
2015,15,7,-133,5,3,-283,43,27,83
2016,12,5,-90,7,0,-272,63,29,88
2016
2017,7,9,-22,3,0,-215,66,20,85
2018,18,2,-54,6,0,-185,55,7,101
2019,18,9,-74,5,3,-254,59,16,129
2020,20,2,-126,5,1,-308,42,17,83
2021,20,14,-95,5,5,-302,65,22,79
2022,13,1,-94,3,2,-231,57,37,128
2023,27,9,-133,3,9,-386,24,27,40
2024,20,11,-86,3,5,-355,62,22,52
2025,34,1,-199,5,6,-385,38,14,79
2026,26,0,-115,1,4,-326,44,28,99
2027,23,1,-155,7,1,-354,37,12,72
2028,26,3,-110,4,1,-234,48,23,126
2029,15,6,-152,4,4,-357,44,25,98
2030,15,5,-106,3,2,-324,52,13,89
2031,15,10,-22,4,1,-118,58,20,94
2032,15,2,-36,3,1,-160,51,5,166
2033,25,2,-90,2,8,-230,48,23,77
2034,20,2,-121,5,5,-335,56,17,88
2035,22,1,-88,4,2,-278,51,17,102
2036,24,15,-115,3,4,-287,46,23,86
2037,20,5,-50,3,1,-192,54,6,100
2038,11,11,-123,3,3,-290,57,20,112
2039,19,15,11,4,6,-195,61,13,130
2040,13,2,-51,4,7,-254,61,19,123
2041,10,1,-66,3,0,-238,63,15,30
2042,19,11,-116,3,4,-301,46,10,97
2043,18,6,-53,4,4,-256,37,15,115
2044,14,9,-24,4,10,-262,71,18,101
2045,30,0,-153,4,9,-291,45,17,99
2046,31,7,-107,4,5,-295,51,14,76

min,,,,0
max,,,,14
steps,,,,8
decimal
