year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,780,577,7,-148,15,9.0,3423,25,15.7,72
1988,774,566,-4,-159,75,10.1,3783,22,16.8,69
1989,878,587,109,-198,153,8.8,3333,16,16.5,95
1990,744,567,-14,-209,102,9.4,3525,14,15.1,72
1991,876,689,-57,-352,171,9.3,3499,38,18.3,82
1992,796,610,-12,-279,96,9.9,3694,27,15.9,57
1993,900,757,-134,-290,66,9.3,3532,34,15.8,80
1994,730,670,-229,-330,23,9.7,3649,23,17.0,68
1995,814,602,20,-190,73,9.7,3620,37,17.5,73
1996,666,738,-356,-415,-5,9.2,3492,26,16.9,86
1997,787,674,-146,-385,139,9.1,3447,20,16.4,87
1998,803,574,27,-279,141,9.4,3585,39,17.6,85
1999,648,773,-420,-476,-53,10.2,3822,49,18.0,57
2000,803,703,-156,-401,97,8.9,3430,34,16.6,98
2001,751,574,-13,-187,98,9.2,3458,26,16.0,94
2002,669,595,-136,-297,97,9.6,3603,21,17.1,84
2003,895,562,129,-118,158,9.8,3611,17,15.4,61
2004,872,613,42,-196,83,9.9,3721,33,16.6,78
2005,891,599,109,-207,164,9.5,3542,30,17.3,85
2006,745,599,-55,-327,130,9.8,3701,34,15.5,63
2007,680,554,-87,-221,39,9.1,3397,23,15.9,72
2008,910,603,96,-285,185,9.8,3662,32,15.6,67
2009,856,570,102,-198,153,9.0,3423,23,16.0,86
2010,871,571,102,-214,176,9.8,3595,27,15.9,54
2011,798,606,0,-274,134,10.0,3729,30,16.6,73
2012,698,593,-98,-288,88,9.6,3571,40,17.8,85
2013,824,603,13,-259,148,9.3,3493,26,16.6,80
2014,847,616,33,-208,62,11.0,4084,38,17.7,41
2015,556,619,-272,-359,45,9.7,3679,30,16.4,90
2016,710,609,-92,-314,119,10.0,3721,33,16.9,71
2016
2017,802,620,2,-306,228,9.9,3683,46,18.3,61
2018,707,598,-99,-255,118,11.1,4071,43,17.2,35
2019,728,636,-104,-313,90,10.4,3846,49,18.4,69
2020,685,619,-132,-347,126,11.0,4066,52,18.1,49
2021,809,685,-126,-392,199,9.9,3653,44,17.7,76
2022,761,607,-55,-274,106,10.2,3760,32,17.0,71
2023,671,825,-441,-572,81,11.0,4075,59,18.4,69
2024,849,702,-107,-427,181,9.4,3550,41,17.4,84
2025,742,685,-144,-464,198,11.7,4314,67,18.1,41
2026,780,765,-277,-395,82,10.4,3868,52,17.9,69
2027,683,715,-298,-463,108,11.0,4029,39,16.5,46
2028,734,595,-67,-301,138,10.4,3810,42,16.5,64
2029,735,797,-373,-491,82,10.6,3905,43,17.7,61
2030,738,721,-250,-399,63,10.6,3934,55,18.5,67
2031,785,584,-9,-149,63,10.5,3866,34,16.6,57
2032,871,621,43,-225,138,11.4,4169,42,18.1,33
2033,791,658,-64,-311,90,10.9,4005,64,19.1,73
2034,763,646,-114,-364,160,11.1,4065,50,18.6,58
2035,778,644,-51,-352,84,11.3,4139,60,19.1,36
2036,579,640,-270,-363,43,10.4,3876,51,17.5,80
2037,836,591,45,-255,109,10.7,3932,34,16.8,55
2038,630,621,-195,-331,80,10.0,3706,31,17.5,76
2039,943,595,170,-197,157,9.9,3738,42,17.9,62
2040,721,623,-110,-289,73,10.6,3931,45,19.0,57
2041,802,622,-26,-363,106,11.1,4066,43,18.3,45
2042,747,661,-131,-366,193,10.9,4017,56,18.0,62
2043,951,667,86,-326,230,11.2,4114,58,18.9,61
2044,888,610,84,-269,237,10.4,3827,42,18.8,60
2045,671,656,-172,-372,112,11.3,4162,75,19.8,46
2046,727,661,-136,-383,113,11.4,4210,79,19.7,59
