year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,107,-10,-48,126
1988,245,-179,-137,144
1989,37,-110,-169,140
1990,94,-108,-156,173
1991,36,-133,-220,121
1992,143,-66,-45,235
1993,122,-166,-79,441
1994,203,-90,-59,227
1995,405,-83,-111,132
1996,43,-169,-27,249
1997,168,-37,-146,223
1998,11,-33,-116,193
1999,84,-109,-76,165
2000,103,-146,49,172
2001,186,-134,-17,173
2002,166,-186,-122,232
2003,18,-169,-208,93
2004,75,-174,-93,89
2005,40,-91,-121,51
2006,67,-167,-100,121
2007,172,-133,-25,74
2008,146,-123,-43,68
2009,71,-183,-163,158
2010,62,-124,-93,146
2011,-10,-240,-136,141
2012,49,3,-152,185
2013,-1,50,-61,184
2014,23,-182,32,142
2015,46,-180,-150,40
2016,142,61,-250,36
