year,annual-precipitations
1987,855
1988,800
1989,719
1990,774
1991,542
1992,946
1993,1015
1994,991
1995,1066
1996,812
1997,938
1998,751
1999,771
2000,887
2001,919
2002,813
2003,563
2004,632
2005,609
2006,672
2007,820
2008,745
2009,634
2010,743
2011,576
2012,801
2013,866
2014,751
2015,548
2016,684
