year,annual-frozen-days
1987,129
1988,136
1989,73
1990,72
1991,105
1992,82
1993,88
1994,117
1995,97
1996,132
1997,117
1998,106
1999,103
2000,70
2001,101
2002,101
2003,103
2004,107
2005,102
2006,90
2007,60
2008,48
2009,94
2010,127
2011,78
2012,103
2013,104
2014,68
2015,52
2016,81

min,40
max,180
steps,8
decimal
