year,annual-hydric-deficit
1987,73
1988,110
1989,9
1990,-5
1991,-8
1992,-13
1993,111
1994,133
1995,32
1996,46
1997,9
1998,101
1999,0
2000,115
2001,175
2002,-144
2003,-77
2004,-34
2005,-246
2006,-123
2007,170
2008,130
2009,87
2010,97
2011,-15
2012,210
2013,-70
2014,-102
2015,-172
2016,-129
