year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3933,44
1988,3,3876,29
1989,6,3934,43
1990,0,4322,2
1991,11,4014,79
1992,12,3958,67
1993,3,4077,30
1994,0,3866,7
1995,6,4036,47
1996,11,4280,92
1997,10,3737,78
1998,2,3870,9
1999,7,3660,74
2000,4,4388,59
2001,1,4177,11
2002,1,3711,11
2003,11,3793,90
2004,2,4012,26
2005,1,3967,21
2006,3,4131,31
2007,19,3549,104
2008,2,3736,31
2009,1,4256,13
2010,1,3829,15
2011,4,4163,38
2012,4,4023,42
2013,8,4132,61
2014,8,3772,59
2015,5,3886,39
2016,0,3608,14
2016
2017,6,3365,47
2018,4,3253,53
2019,5,3568,60
2020,1,3321,41
2021,1,3337,53
2022,0,3364,36
2023,0,3579,90
2024,10,3565,27
2025,8,3439,89
2026,2,3477,47
2027,6,3521,41
2028,2,3357,66
2029,6,3412,31
2030,9,3396,129
2031,8,3138,89
2032,4,3418,32
2033,6,3724,44
2034,18,3320,50
2035,8,3334,26
2036,7,3645,79
2037,2,3384,67
2038,11,3747,51
2039,6,3265,22
2040,5,3239,23
2041,3,3799,39
2042,16,3473,20
2043,16,3488,42
2044,9,3428,26
2045,5,3311,39
2046,5,3572,29

min,,3000
max,,5000
steps,,9
decimal
