year,annual-precipitations
1987,597
1988,701
1989,648
1990,625
1991,585
1992,576
1993,673
1994,700
1995,562
1996,543
1997,576
1998,598
1999,567
2000,642
2001,730
2002,472
2003,497
2004,527
2005,341
2006,479
2007,755
2008,715
2009,649
2010,645
2011,600
2012,759
2013,494
2014,496
2015,441
2016,480
