year,annual-frozen-days
1987,65
1988,41
1989,57
1990,53
1991,64
1992,36
1993,48
1994,36
1995,59
1996,56
1997,69
1998,69
1999,54
2000,30
2001,44
2002,28
2003,65
2004,54
2005,75
2006,65
2007,41
2008,51
2009,60
2010,71
2011,44
2012,43
2013,54
2014,15
2015,33
2016,34
