year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,13,0,-117,6,8,-304,59,40,141
1988,16,1,-155,7,3,-306,49,17,186
1989,20,0,-66,4,2,-300,51,24,87
1990,16,0,-38,4,6,-204,55,36,132
1991,22,1,-70,5,3,-253,59,13,180
1992,5,6,24,4,1,-87,62,35,161
1993,18,3,-158,2,0,-230,53,20,164
1994,17,3,-80,9,3,-317,57,31,120
1995,7,0,21,4,2,-101,60,23,115
1996,8,0,-105,7,1,-316,51,12,119
1997,10,0,-82,4,1,-237,58,21,91
1998,10,3,-128,3,8,-273,51,28,86
1999,23,1,-135,4,4,-322,48,12,70
2000,22,4,-88,6,11,-352,52,26,76
2001,20,2,-54,5,1,-193,63,14,145
2002,19,0,-81,3,2,-242,59,36,176
2003,22,5,-126,2,3,-144,48,13,132
2004,11,2,-116,4,3,-270,61,17,96
2005,25,0,-124,6,22,-370,69,16,54
2006,26,1,-101,4,2,-240,44,28,99
2007,14,1,-30,5,8,-245,58,20,106
2008,24,4,-88,6,2,-275,58,33,110
2009,19,0,19,5,4,-166,64,29,85
2010,23,2,-118,5,8,-319,54,32,74
2011,17,3,-132,8,0,-280,36,13,123
2012,30,5,-64,5,10,-262,30,17,63
2013,15,5,-82,6,3,-310,47,23,60
2014,15,0,-129,6,5,-297,54,26,105
2015,15,1,-26,3,1,-118,60,28,148
2016,24,4,-58,4,6,-218,45,17,157
2016
2017,28,0,-152,9,9,-394,49,11,86
2018,28,0,-136,6,5,-311,45,23,183
2019,34,0,-104,7,19,-336,58,9,70
2020,28,2,-137,7,11,-331,43,12,111
2021,23,3,-117,9,10,-399,49,8,138
2022,30,0,-189,7,12,-418,52,11,60
2023,37,1,-179,6,29,-403,52,9,104
2024,22,0,-153,3,7,-376,32,14,146
2025,35,6,-167,7,8,-330,41,13,136
2026,24,4,-160,8,12,-413,63,10,87
2027,24,0,-190,7,4,-452,35,17,65
2028,38,2,-193,10,18,-429,37,12,140
2029,23,5,-180,7,19,-364,48,7,169
2030,22,0,-202,5,6,-377,46,2,144
2031,43,4,-196,7,18,-413,41,7,100
2032,31,0,-68,5,17,-329,42,6,71
2033,31,1,-145,5,21,-390,54,11,179
2034,54,0,-175,6,18,-346,37,7,149
2035,29,0,-130,6,26,-380,53,25,77
2036,45,0,-151,5,15,-315,35,11,143
2037,13,6,-46,5,4,-229,39,13,148
2038,41,2,-207,5,12,-437,31,3,96
2039,22,4,-169,7,9,-382,45,14,129
2040,32,4,-147,7,6,-351,35,13,136
2041,32,7,-109,5,8,-328,45,19,159
2042,21,0,-101,3,5,-269,43,10,211
2043,31,8,-62,8,25,-242,45,25,193
2044,23,2,-197,5,7,-379,47,11,143
2045,29,3,-129,7,10,-338,41,4,101
2046,25,1,-130,6,1,-327,48,11,89

min,,,,0
max,,,,14
steps,,,,8
decimal



