year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1577,8,-332,5
1988,1459,6,-308,8
1989,1708,7,-345,1
1990,1712,8,-254,0
1991,1666,7,-299,4
1992,1442,7,-101,2
1993,1530,7,-362,2
1994,1561,7,-386,1
1995,1548,7,-209,1
1996,1461,7,-383,3
1997,1420,7,-363,0
1998,1668,7,-350,2
1999,1683,8,-471,3
2000,1642,7,-418,3
2001,1358,6,-230,9
2002,1557,7,-250,0
2003,1467,6,-187,8
2004,1489,7,-320,4
2005,1754,7,-450,2
2006,1662,8,-341,4
2007,1673,7,-268,0
2008,1655,7,-359,5
2009,1440,7,-204,1
2010,1623,7,-378,1
2011,1639,7,-373,0
2012,1938,8,-342,6
2013,1641,7,-382,1
2014,1638,7,-348,4
2015,1627,7,-159,2
2016,1770,8,-240,0
2016
2017,1868,8,-490,3
2018,1680,8,-349,2
2019,1984,9,-418,1
2020,1890,8,-392,1
2021,1864,8,-460,1
2022,1768,8,-496,7
2023,2062,9,-528,3
2024,1878,8,-424,3
2025,1844,8,-405,2
2026,1858,8,-489,7
2027,1919,9,-574,0
2028,2254,9,-495,2
2029,1933,8,-520,1
2030,1943,9,-433,0
2031,2076,9,-491,6
2032,1869,7,-414,14
2033,1987,8,-402,2
2034,2173,10,-466,0
2035,1979,9,-427,2
2036,2153,10,-399,0
2037,1830,7,-245,0
2038,2169,9,-530,0
2039,1782,8,-451,7
2040,1931,8,-410,2
2041,1931,8,-333,4
2042,1875,9,-229,0
2043,2045,8,-311,3
2044,1855,8,-460,0
2045,2068,9,-461,0
2046,1835,8,-413,0

min,1100,4
max,2600,14
steps,7,11
decimal



