year,annual-precipitations
1987,1094
1988,1286
1989,702
1990,919
1991,806
1992,1079
1993,1250
1994,1018
1995,1000
1996,847
1997,601
1998,836
1999,1102
2000,630
2001,814
2002,911
2003,588
2004,830
2005,586
2006,734
2007,726
2008,910
2009,555
2010,809
2011,513
2012,791
2013,648
2014,564
2015,521
2016,774
