year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.8,12.7,19.3,8.0
1988,5.4,14.2,18.2,7.6
1989,6.0,14.0,19.1,8.0
1990,6.7,13.9,19.0,6.9
1991,4.8,12.4,20.5,6.3
1992,4.5,14.3,19.3,7.7
1993,4.9,14.8,17.7,7.2
1994,6.2,13.7,20.1,9.2
1995,5.5,13.4,18.7,8.3
1996,4.4,13.9,16.8,6.9
1997,5.6,14.1,19.6,8.1
1998,5.6,14.4,18.9,6.1
1999,5.0,14.6,20.0,7.0
2000,5.9,15.8,19.7,10.2
2001,7.8,14.2,18.9,7.5
2002,7.4,14.9,18.3,10.3
2003,5.2,17.6,21.6,8.5
2004,5.2,14.3,19.6,8.5
2005,4.2,15.6,19.3,8.3
2006,4.4,15.5,20.7,10.6
2007,7.6,16.4,17.8,6.9
2008,6.5,15.0,18.0,7.6
2009,4.2,16.1,20.2,9.2
2010,3.9,14.1,19.1,7.3
2011,5.8,16.5,19.5,10.1
2012,4.5,15.4,19.4,9.5
2013,4.0,13.1,19.6,8.8
2014,7.7,15.1,18.4,10.2
2015,5.3,15.9,20.4,9.8
2016,6.6,14.3,20.3,7.5
