year,annual-estival-days
1987,44
1988,41
1989,67
1990,49
1991,72
1992,52
1993,40
1994,62
1995,58
1996,50
1997,63
1998,59
1999,63
2000,81
2001,68
2002,51
2003,102
2004,63
2005,74
2006,85
2007,60
2008,53
2009,76
2010,65
2011,81
2012,77
2013,60
2014,49
2015,70
2016,70
