year,F1,F3,M4
,label F1,label F3,label M4
1987,124,171,2
1988,108,154,1
1989,113,166,0
1990,118,164,0
1991,111,162,2
1992,106,157,5
1993,130,171,3
1994,128,173,1
1995,124,163,1
1996,105,157,3
1997,117,165,1
1998,117,163,1
1999,114,158,2
2000,122,168,1
2001,108,166,0
2002,119,167,1
2003,122,171,2
2004,117,171,1
2005,118,164,1
2006,114,162,0
2007,113,157,2
2008,108,161,1
2009,103,160,2
2010,122,166,1
2011,118,164,1
2012,102,157,2
2013,110,164,2
2014,127,172,1
2015,126,169,2
2016,121,166,2
2016
2017,122,163,0
2018,114,162,1
2019,101,156,2
2020,101,163,2
2021,107,154,2
2022,99,150,1
2023,110,156,1
2024,114,162,2
2025,122,168,2
2026,99,150,0
2027,101,159,1
2028,9,168,0
2029,108,160,1
2030,109,165,0
2031,116,160,2
2032,107,159,2
2033,100,153,0
2034,103,154,1
2035,95,153,1
2036,118,167,1
2037,97,154,1
2038,97,147,4
2039,101,158,2
2040,108,155,1
2041,101,157,0
2042,115,161,0
2043,105,155,0
2044,96,150,0
2045,109,165,0
2046,109,153,1
