year,annual-estival-days
1987,4
1988,8
1989,21
1990,5
1991,13
1992,18
1993,3
1994,17
1995,26
1996,4
1997,19
1998,0
1999,15
2000,1
2001,17
2002,41
2003,23
2004,10
2005,9
2006,37
2007,13
2008,20
2009,15
2010,26
2011,23
2012,5
2013,17
2014,34
2015,7
2016,18
