year,annual-frozen-days
1987,152
1988,159
1989,93
1990,104
1991,133
1992,139
1993,148
1994,87
1995,142
1996,142
1997,121
1998,144
1999,118
2000,113
2001,123
2002,147
2003,138
2004,151
2005,127
2006,117
2007,120
2008,109
2009,128
2010,177
2011,119
2012,137
2013,129
2014,97
2015,115
2016,120

min,30
max,210
steps,7
decimal
