year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,13,-149,-104,17
1988,36,-234,-128,52
1989,-8,-238,-233,52
1990,39,-243,-61,117
1991,9,-164,-181,18
1992,35,-216,-66,141
1993,18,-198,-62,175
1994,84,-156,47,89
1995,38,-76,-161,-11
1996,5,-147,-146,88
1997,2,-47,-196,60
1998,108,-103,-33,164
1999,125,-134,-145,94
2000,65,-95,-20,255
2001,85,-155,58,100
2002,112,-116,-162,139
2003,8,-99,-63,185
2004,28,-113,-18,112
2005,38,-83,-62,73
2006,56,-79,-98,173
2007,70,-132,-56,112
2008,77,-165,-14,144
2009,39,-133,17,116
2010,52,-144,-48,82
2011,17,-199,-9,65
2012,26,-57,31,89
2013,0,-154,-139,90
2014,47,-98,-113,73
2015,60,-105,-27,60
2016,42,-137,-133,45
