year,annual-hydric-deficit
1987,-222
1988,-275
1989,-427
1990,-149
1991,-318
1992,-106
1993,-68
1994,64
1995,-210
1996,-201
1997,-180
1998,136
1999,-60
2000,205
2001,88
2002,-27
2003,31
2004,9
2005,-33
2006,52
2007,-6
2008,41
2009,39
2010,-58
2011,-125
2012,89
2013,-203
2014,-92
2015,-12
2016,-183
