year,annual-precipitations
1987,293
1988,307
1989,267
1990,484
1991,287
1992,516
1993,515
1994,701
1995,404
1996,369
1997,488
1998,679
1999,542
2000,730
2001,653
2002,575
2003,607
2004,561
2005,515
2006,604
2007,542
2008,621
2009,578
2010,478
2011,464
2012,619
2013,376
2014,491
2015,533
2016,380
