year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1176,9,-347,1
1988,1186,8,-270,0
1989,999,9,-159,0
1990,966,8,-234,1
1991,1029,9,-321,0
1992,1275,9,-335,8
1993,1021,8,-276,5
1994,1035,9,-331,0
1995,1199,8,-262,0
1996,1174,7,-406,0
1997,1106,9,-317,1
1998,1069,8,-150,1
1999,1299,8,-461,0
2000,955,8,-302,1
2001,975,7,-238,1
2002,1122,10,-158,0
2003,1003,8,-270,2
2004,901,10,-188,2
2005,1108,8,-204,3
2006,1054,7,-284,3
2007,1182,8,-277,1
2008,1112,8,-250,0
2009,985,10,-134,0
2010,1025,7,-173,2
2011,1100,9,-204,2
2012,1151,9,-258,0
2013,984,6,-244,2
2014,929,8,-150,1
2015,1049,9,-240,2
2016,986,7,-305,0
2016
2017,1217,9,-178,0
2018,1124,8,-242,0
2019,1090,8,-268,1
2020,1088,8,-188,2
2021,1349,10,-395,0
2022,1201,8,-290,0
2023,1296,9,-411,1
2024,1172,11,-346,0
2025,1116,10,-223,0
2026,1228,9,-400,0
2027,1140,9,-374,1
2028,962,8,-219,0
2029,1145,8,-320,1
2030,1036,8,-241,0
2031,1187,9,-284,0
2032,1088,8,-242,4
2033,1150,8,-213,0
2034,1374,10,-273,0
2035,1253,8,-277,0
2036,1108,10,-259,0
2037,1293,10,-316,1
2038,1233,9,-295,1
2039,1186,10,-198,0
2040,1209,8,-165,0
2041,1063,8,-264,1
2042,1191,9,-223,0
2043,1182,9,-231,1
2044,1255,10,-305,0
2045,1073,10,-168,5
2046,1176,10,-173,0

min,600,2
max,1500,14
steps,7,7
decimal
