year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.5,13.9,21.1,8.4
1988,6.0,12.6,19.0,8.1
1989,6.0,13.6,19.7,10.0
1990,6.4,13.6,20.7,6.8
1991,5.6,13.3,22.0,8.2
1992,4.7,13.6,20.1,7.9
1993,5.1,13.0,18.7,7.4
1994,6.0,13.9,20.4,9.2
1995,6.8,14.6,19.3,10.5
1996,5.8,13.9,18.7,8.5
1997,7.6,13.5,19.7,9.1
1998,7.7,13.2,20.2,7.7
1999,5.4,14.1,20.0,7.6
2000,6.4,14.0,19.5,8.7
2001,6.3,13.2,18.4,6.0
2002,5.7,13.1,17.8,8.4
2003,5.0,14.2,20.0,7.1
2004,4.6,12.7,18.3,6.6
2005,3.1,14.1,18.3,6.9
2006,4.0,14.4,19.2,8.9
2007,4.8,12.3,17.6,6.2
2008,5.5,12.1,17.2,5.9
2009,4.5,13.3,19.0,8.1
2010,4.3,12.9,19.3,6.3
2011,5.1,14.7,18.9,8.4
2012,4.3,13.2,18.9,7.5
2013,4.8,11.4,19.6,7.3
2014,5.9,13.5,19.1,9.1
2015,4.4,14.6,19.1,8.6
2016,5.3,12.6,20.0,7.9
