year,annual-estival-days
1987,91
1988,69
1989,92
1990,81
1991,101
1992,84
1993,65
1994,96
1995,78
1996,78
1997,79
1998,78
1999,91
2000,91
2001,86
2002,80
2003,98
2004,101
2005,97
2006,100
2007,66
2008,68
2009,100
2010,95
2011,105
2012,96
2013,81
2014,89
2015,91
2016,95
