year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,153,63,11,133
1988,131,62,1,100
1989,42,75,64,142
1990,18,75,121,176
1991,100,175,140,75
1992,29,213,18,119
1993,73,98,12,185
1994,135,84,31,194
1995,103,83,76,123
1996,179,40,109,173
1997,68,100,44,129
1998,112,172,26,220
1999,180,38,49,217
2000,79,51,16,67
2001,64,136,109,64
2002,75,68,196,268
2003,131,106,59,147
2004,130,194,29,123
2005,132,36,78,135
2006,206,52,104,141
2007,75,85,57,224
2008,35,57,95,105
2009,191,70,63,241
2010,108,24,90,180
2011,86,34,76,77
2012,119,133,46,199
2013,127,92,46,84
2014,80,97,93,163
2015,129,130,144,134
2016,161,82,140,87
