year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,20,107,3
1988,36,110,4
1989,35,106,4
1990,14,103,3
1991,17,108,3
1992,29,106,4
1993,33,112,2
1994,16,104,3
1995,39,105,3
1996,25,100,3
1997,18,106,2
1998,18,103,4
1999,19,103,3
2000,28,99,4
2001,21,102,3
2002,37,103,3
2003,20,108,4
2004,28,111,2
2005,23,93,3
2006,28,106,4
2007,35,102,4
2008,31,101,2
2009,27,101,4
2010,38,118,3
2011,22,103,4
2012,33,107,4
2013,36,102,3
2014,30,102,4
2015,23,109,4
2016,33,107,4
2016
2017,27,91,4
2018,24,102,4
2019,25,95,4
2020,31,103,3
2021,22,104,3
2022,29,93,4
2023,29,9,3
2024,18,106,4
2025,41,106,4
2026,28,103,4
2027,25,100,4
2028,25,103,4
2029,37,106,4
2030,22,104,3
2031,23,103,4
2032,25,92,3
2033,18,106,3
2034,19,93,3
2035,23,103,4
2036,18,103,4
2037,25,100,3
2038,25,111,4
2039,23,96,4
2040,30,103,4
2041,26,99,4
2042,28,105,4
2043,27,110,4
2044,25,100,4
2045,30,102,3
2046,17,102,4
