year,annual-precipitations
1987,360
1988,294
1989,323
1990,390
1991,490
1992,377
1993,367
1994,444
1995,385
1996,500
1997,341
1998,529
1999,484
2000,212
2001,373
2002,607
2003,442
2004,475
2005,381
2006,503
2007,442
2008,292
2009,565
2010,402
2011,272
2012,497
2013,348
2014,432
2015,538
2016,469
