year,annual-frozen-days
1987,25
1988,23
1989,46
1990,42
1991,59
1992,58
1993,53
1994,27
1995,27
1996,20
1997,33
1998,30
1999,23
2000,41
2001,31
2002,24
2003,34
2004,36
2005,39
2006,46
2007,27
2008,27
2009,15
2010,16
2011,54
2012,52
2013,22
2014,9
2015,40
2016,28
