year,A1,A2,A3
,label A1,label A2,label A3
1987,11,2545,101
1988,18,2796,127
1989,23,2778,166
1990,36,2613,244
1991,9,2541,106
1992,20,2425,108
1993,40,2523,310
1994,12,2500,124
1995,15,2534,105
1996,18,2460,144
1997,15,2660,147
1998,7,2365,76
1999,15,2567,140
2000,5,2647,78
2001,23,2716,151
2002,28,2422,204
2003,22,2598,155
2004,28,2588,188
2005,17,2549,135
2006,21,2710,143
2007,31,2485,202
2008,19,2309,131
2009,24,2479,161
2010,31,2437,224
2011,35,2512,230
2012,11,2651,102
2013,34,2521,217
2014,16,2469,152
2015,4,2585,65
2016,17,2519,112
2016
2017,35,2200,212
2018,31,2219,220
2019,35,2028,262
2020,40,2382,273
2021,33,2197,228
2022,49,2195,283
2023,22,2045,182
2024,36,2165,292
2025,29,2227,181
2026,13,2229,144
2027,28,2445,230
2028,51,2316,295
2029,25,2165,219
2030,37,2174,292
2031,14,2160,119
2032,30,1980,207
2033,38,1977,235
2034,38,2080,278
2035,28,2355,238
2036,48,2580,329
2037,25,2258,151
2038,35,2403,230
2039,44,2111,375
2040,18,2583,174
2041,51,2206,343
2042,28,2433,212
2043,39,2149,261
2044,29,2073,222
2045,27,2009,210
2046,35,1968,246

min,,1600
max,,3200
steps,,9
decimal



