year,annual-estival-days
1987,42
1988,34
1989,69
1990,55
1991,54
1992,46
1993,46
1994,48
1995,57
1996,46
1997,62
1998,40
1999,57
2000,46
2001,51
2002,34
2003,82
2004,49
2005,52
2006,56
2007,39
2008,33
2009,53
2010,48
2011,45
2012,49
2013,49
2014,39
2015,54
2016,44
