year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,673,624,-150,-296,86,10.9,4014,31,18.0,60
1988,570,595,-217,-351,75,10.0,3744,41,17.3,60
1989,594,593,-196,-278,49,10.4,3842,41,18.6,64
1990,555,665,-301,-329,34,11.0,4080,53,19.3,57
1991,669,713,-322,-432,62,11.0,4033,39,17.9,42
1992,518,597,-280,-312,6,10.9,4030,36,16.2,52
1993,647,770,-427,-410,-24,11.6,4291,70,20.2,49
1994,674,719,-321,-360,28,11.0,4059,39,18.1,44
1995,702,620,-116,-295,99,10.9,4028,36,18.2,55
1996,696,753,-333,-321,-40,11.2,4159,48,18.2,47
1997,561,686,-376,-388,-17,10.4,3880,33,17.7,55
1998,723,585,-63,-235,106,11.2,4167,28,17.2,40
1999,651,711,-381,-373,-46,10.7,3928,36,17.7,53
2000,649,697,-333,-349,-12,10.3,3873,28,17.0,52
2001,578,609,-213,-296,-3,10.5,3890,43,18.6,64
2002,784,624,-39,-307,135,11.5,4239,62,18.9,40
2003,638,625,-180,-333,108,10.8,3972,45,18.2,46
2004,621,632,-211,-309,-12,10.9,3995,43,18.5,47
2005,562,627,-260,-301,12,10.9,4049,42,17.8,57
2006,585,633,-257,-309,-13,10.4,3877,46,17.3,68
2007,556,656,-311,-366,36,11.3,4187,55,19.1,55
2008,602,606,-206,-259,13,11.1,4080,31,16.9,35
2009,635,592,-180,-342,70,11.2,4116,44,18.5,55
2010,627,660,-220,-350,101,11.4,4228,62,18.7,48
2011,712,624,-111,-263,54,11.4,4167,55,18.6,45
2012,740,603,-61,-264,81,10.3,3791,29,17.3,52
2013,588,653,-257,-384,53,11.3,4155,50,19.4,49
2014,729,652,-117,-254,53,11.3,4144,47,18.0,56
2015,608,594,-189,-227,54,10.4,3876,23,16.4,59
2016,689,604,-104,-163,25,10.8,3996,31,17.6,53
2016
2017,621,657,-259,-372,81,12.0,4387,59,18.8,40
2018,633,644,-221,-329,69,11.8,4348,54,17.9,43
2019,559,623,-297,-326,0,12.6,4602,65,18.4,29
2020,593,691,-305,-413,55,12.0,4387,74,19.0,41
2021,586,708,-404,-474,-6,12.0,4391,47,19.2,28
2022,463,661,-427,-421,11,12.6,4596,78,19.5,34
2023,727,773,-381,-422,26,12.4,4546,54,18.6,24
2024,586,797,-477,-490,-36,12.5,4586,72,20.3,34
2025,710,615,-122,-309,141,11.8,4335,59,18.7,39
2026,538,781,-556,-571,20,11.8,4301,52,18.2,31
2027,520,744,-492,-482,7,11.5,4209,66,19.2,39
2028,602,663,-268,-435,143,12.2,4476,88,19.9,45
2029,677,791,-421,-484,56,12.4,4529,58,19.8,27
2030,538,767,-531,-554,27,12.5,4560,67,19.5,25
2031,589,611,-226,-323,75,11.9,4359,49,18.0,41
2032,676,660,-203,-386,120,12.6,4613,52,18.6,35
2033,622,639,-247,-351,81,12.8,4686,63,19.8,18
2034,756,693,-154,-388,133,12.7,4639,79,19.6,35
2035,560,654,-308,-353,57,11.6,4260,55,19.4,31
2036,685,688,-207,-358,22,11.4,4215,82,20.0,63
2037,579,662,-290,-416,80,11.6,4258,42,17.9,40
2038,616,650,-243,-333,67,11.7,4315,65,19.2,52
2039,617,670,-262,-422,118,12.6,4634,78,19.4,37
2040,613,667,-252,-403,139,11.0,4085,59,18.5,65
2041,501,694,-408,-448,49,12.5,4590,71,20.1,35
2042,633,641,-214,-355,148,11.5,4216,53,19.2,35
2043,705,668,-182,-383,105,12.6,4608,67,19.6,33
2044,664,654,-203,-367,63,12.6,4631,65,18.7,42
2045,615,667,-261,-361,51,12.8,4711,63,19.0,26
2046,608,635,-249,-396,76,12.9,4699,62,18.6,24

min,400,500,,,,8,3000,,14
max,900,900,,,,14,5000,,22
steps,11,9,,,,7,11,,5
decimal



