year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1598,11,-296,0
1988,1368,11,-351,1
1989,1503,11,-278,6
1990,1754,11,-329,7
1991,1569,12,-432,1
1992,1531,9,-312,0
1993,1914,12,-410,2
1994,1544,11,-360,0
1995,1598,12,-295,1
1996,1659,12,-321,0
1997,1517,8,-388,0
1998,1437,10,-235,0
1999,1401,11,-373,6
2000,1449,10,-349,0
2001,1567,11,-296,1
2002,1764,11,-307,3
2003,1598,10,-333,0
2004,1596,11,-309,1
2005,1530,11,-301,9
2006,1641,12,-309,2
2007,1719,12,-366,0
2008,1461,8,-259,0
2009,1529,12,-342,2
2010,1865,10,-350,1
2011,1675,10,-263,3
2012,1244,11,-264,7
2013,1779,11,-384,1
2014,1767,12,-254,6
2015,1415,11,-227,3
2016,1603,12,-163,1
2016
2017,1731,11,-372,0
2018,1673,10,-329,6
2019,1565,10,-326,4
2020,1885,12,-413,0
2021,1652,11,-474,4
2022,1890,13,-421,5
2023,1754,13,-422,2
2024,1966,13,-490,0
2025,1654,11,-309,2
2026,1551,12,-571,5
2027,1729,12,-482,2
2028,1906,13,-435,2
2029,1851,14,-484,1
2030,1853,12,-554,0
2031,1598,11,-323,0
2032,1813,12,-386,2
2033,1771,13,-351,0
2034,1953,13,-388,0
2035,1707,11,-353,0
2036,1854,12,-358,4
2037,1684,10,-416,0
2038,1672,11,-333,6
2039,1912,11,-422,1
2040,1697,11,-403,2
2041,2038,13,-448,0
2042,1687,12,-355,0
2043,1850,13,-383,3
2044,1949,12,-367,0
2045,1916,13,-361,1
2046,1686,11,-396,3

min,1000,6
max,2500,16
steps,7,11
decimal



